Province,Date,Weather Code,Max Temp (°C),Min Temp (°C),Max Apparent Temp (°C),Min Apparent Temp (°C),Sunrise,Sunset,Daylight Duration (s),Sunshine Duration (s),UV Index Max,UV Index Clear Sky Max,Precipitation (mm),Rain (mm),Showers (mm),Snowfall (mm),Precipitation Hours,Precipitation Probability Max (%),Max Wind Speed (m/s),Max Wind Gusts (m/s),Dominant Wind Direction (°),Shortwave Radiation Sum (MJ/m²),Reference Evapotranspiration (mm)
An Giang,2022-01-19,51,31.1,21.3,34.5,25.0,2022-01-19T06:21,2022-01-19T17:57,41743.23,38285.59,,,0.6,0.6,0.0,0.0,5.0,,12.8,23.8,133,19.17,4.18
An Giang,2022-01-20,51,31.5,21.3,35.4,24.6,2022-01-20T06:21,2022-01-20T17:58,41763.99,38316.08,,,0.4,0.4,0.0,0.0,4.0,,11.8,22.3,149,19.98,4.37
An Giang,2022-01-21,3,32.1,21.9,36.8,25.2,2022-01-21T06:22,2022-01-21T17:58,41785.2,38345.77,,,0.0,0.0,0.0,0.0,0.0,,11.0,22.3,154,20.22,4.57
An Giang,2022-01-22,51,32.2,23.1,34.9,26.9,2022-01-22T06:22,2022-01-22T17:58,41806.84,38104.28,,,0.2,0.2,0.0,0.0,2.0,,12.0,26.6,148,17.51,4.06
An Giang,2022-01-23,51,31.7,22.2,36.1,26.2,2022-01-23T06:22,2022-01-23T17:59,41828.89,38270.62,,,0.6,0.6,0.0,0.0,5.0,,12.3,24.8,147,19.02,4.13
An Giang,2022-01-24,51,31.6,22.4,37.5,26.7,2022-01-24T06:22,2022-01-24T17:59,41851.55,38353.13,,,0.8,0.8,0.0,0.0,4.0,,8.9,16.2,147,20.13,4.24
An Giang,2022-01-25,63,32.1,21.8,37.4,25.4,2022-01-25T06:22,2022-01-25T18:00,41874.91,37685.23,,,6.3,6.3,0.0,0.0,9.0,,11.2,22.7,130,20.39,4.31
An Giang,2022-01-26,51,32.2,22.4,37.3,26.6,2022-01-26T06:22,2022-01-26T18:00,41898.93,38406.65,,,0.3,0.3,0.0,0.0,3.0,,11.0,24.5,135,20.29,4.47
An Giang,2022-01-27,3,32.6,22.2,37.0,26.3,2022-01-27T06:22,2022-01-27T18:01,41923.57,38378.83,,,0.0,0.0,0.0,0.0,0.0,,12.1,24.1,170,21.1,4.58
An Giang,2022-01-28,51,32.5,24.0,37.9,27.8,2022-01-28T06:22,2022-01-28T18:01,41948.79,37684.81,,,0.6,0.6,0.0,0.0,5.0,,15.5,30.2,209,19.2,4.33
An Giang,2022-01-29,51,32.0,22.7,37.1,26.9,2022-01-29T06:22,2022-01-29T18:01,41974.57,38263.64,,,0.9,0.9,0.0,0.0,5.0,,14.9,31.0,211,19.54,4.43
An Giang,2022-01-30,51,32.5,23.5,37.3,27.4,2022-01-30T06:22,2022-01-30T18:02,42000.86,37947.76,,,0.7,0.7,0.0,0.0,4.0,,11.2,25.2,180,19.58,4.36
An Giang,2022-01-31,3,32.7,23.4,35.5,27.2,2022-01-31T06:22,2022-01-31T18:02,42027.63,38480.18,,,0.0,0.0,0.0,0.0,0.0,,15.0,32.0,121,21.76,5.3
An Giang,2022-02-01,1,33.4,22.5,35.9,26.7,2022-02-01T06:22,2022-02-01T18:02,42054.86,38553.63,,,0.0,0.0,0.0,0.0,0.0,,17.7,38.2,122,21.45,5.39
An Giang,2022-02-02,3,33.8,23.2,35.9,26.7,2022-02-02T06:21,2022-02-02T18:03,42082.49,38654.19,,,0.0,0.0,0.0,0.0,0.0,,16.5,35.6,121,21.86,5.63
An Giang,2022-02-03,3,34.4,22.0,37.1,25.4,2022-02-03T06:21,2022-02-03T18:03,42110.5,38676.2,,,0.0,0.0,0.0,0.0,0.0,,17.5,33.5,113,21.56,5.46
An Giang,2022-02-04,51,33.7,23.6,37.1,27.7,2022-02-04T06:21,2022-02-04T18:04,42138.86,38618.33,,,0.1,0.1,0.0,0.0,1.0,,13.0,31.7,95,21.11,5.2
An Giang,2022-02-05,3,33.1,22.9,36.9,27.1,2022-02-05T06:21,2022-02-05T18:04,42167.54,38718.15,,,0.0,0.0,0.0,0.0,0.0,,10.7,25.2,71,21.68,4.92
An Giang,2022-02-06,3,33.5,23.7,36.0,27.2,2022-02-06T06:21,2022-02-06T18:04,42196.5,38064.04,,,0.0,0.0,0.0,0.0,0.0,,14.2,31.3,76,19.59,4.82
An Giang,2022-02-07,51,33.7,24.2,37.6,28.4,2022-02-07T06:21,2022-02-07T18:05,42225.71,31476.31,,,0.2,0.2,0.0,0.0,2.0,,14.6,28.4,99,19.53,4.95
An Giang,2022-02-08,51,33.9,23.3,37.3,27.8,2022-02-08T06:21,2022-02-08T18:05,42255.15,34776.23,,,0.4,0.4,0.0,0.0,2.0,,14.8,31.3,121,18.1,4.54
An Giang,2022-02-09,3,34.4,23.3,36.9,26.8,2022-02-09T06:20,2022-02-09T18:05,42284.77,38675.98,,,0.0,0.0,0.0,0.0,0.0,,16.5,34.2,111,21.25,5.6
An Giang,2022-02-10,51,33.5,24.0,37.6,28.1,2022-02-10T06:20,2022-02-10T18:05,42314.55,37796.9,,,0.3,0.3,0.0,0.0,3.0,,19.2,35.6,105,20.11,4.96
An Giang,2022-02-11,51,32.7,23.7,37.1,27.5,2022-02-11T06:20,2022-02-11T18:06,42344.46,38712.34,,,0.2,0.2,0.0,0.0,2.0,,14.1,26.3,113,20.76,5.1
An Giang,2022-02-12,51,33.0,23.2,36.6,27.1,2022-02-12T06:20,2022-02-12T18:06,42374.48,34740.85,,,0.1,0.1,0.0,0.0,1.0,,14.8,28.4,120,17.94,4.52
An Giang,2022-02-13,61,32.6,23.5,36.0,27.7,2022-02-13T06:19,2022-02-13T18:06,42404.86,38939.86,,,3.2,3.2,0.0,0.0,4.0,,20.5,42.8,118,18.96,4.57
An Giang,2022-02-14,3,34.0,24.1,37.4,28.3,2022-02-14T06:19,2022-02-14T18:06,42435.68,38867.77,,,0.0,0.0,0.0,0.0,0.0,,19.8,38.5,117,20.43,5.51
An Giang,2022-02-15,51,33.9,24.4,36.3,28.3,2022-02-15T06:19,2022-02-15T18:07,42466.91,38879.85,,,0.2,0.2,0.0,0.0,2.0,,22.8,46.1,102,21.43,5.6
An Giang,2022-02-16,53,33.3,24.4,36.7,28.0,2022-02-16T06:19,2022-02-16T18:07,42498.53,38803.19,,,1.1,1.1,0.0,0.0,6.0,,21.5,43.6,118,18.61,4.48
An Giang,2022-02-17,51,33.6,23.7,37.6,28.2,2022-02-17T06:18,2022-02-17T18:07,42530.5,38607.75,,,1.2,1.2,0.0,0.0,4.0,,15.9,30.2,126,21.37,4.96
An Giang,2022-02-18,2,33.7,23.3,37.4,27.8,2022-02-18T06:18,2022-02-18T18:07,42562.79,38236.32,,,0.0,0.0,0.0,0.0,0.0,,15.3,31.3,128,18.95,4.8
An Giang,2022-02-19,3,34.1,22.6,38.5,26.8,2022-02-19T06:17,2022-02-19T18:07,42595.38,39100.33,,,0.0,0.0,0.0,0.0,0.0,,14.1,24.8,141,23.35,5.45
An Giang,2022-02-20,63,34.1,24.1,39.3,27.9,2022-02-20T06:17,2022-02-20T18:08,42628.23,36000.0,,,4.1,4.1,0.0,0.0,3.0,,17.6,34.6,158,20.91,4.94
An Giang,2022-02-21,63,32.4,22.6,38.6,26.7,2022-02-21T06:17,2022-02-21T18:08,42661.3,39025.91,,,4.6,4.6,0.0,0.0,8.0,,18.8,35.3,137,19.43,4.13
An Giang,2022-02-22,51,30.7,22.7,36.0,27.2,2022-02-22T06:16,2022-02-22T18:08,42694.59,33962.99,,,0.2,0.2,0.0,0.0,2.0,,13.6,29.2,17,19.04,4.01
An Giang,2022-02-23,65,32.2,22.5,37.6,27.1,2022-02-23T06:16,2022-02-23T18:08,42728.04,37900.48,,,18.4,18.4,0.0,0.0,6.0,,12.0,27.0,46,21.17,4.45
An Giang,2022-02-24,55,31.8,23.1,34.9,26.7,2022-02-24T06:15,2022-02-24T18:08,42761.64,38948.47,,,2.2,2.2,0.0,0.0,3.0,,16.2,30.6,21,19.92,4.54
An Giang,2022-02-25,3,30.2,23.6,31.5,24.1,2022-02-25T06:15,2022-02-25T18:08,42795.36,24772.9,,,0.0,0.0,0.0,0.0,0.0,,15.1,33.1,45,16.37,4.44
An Giang,2022-02-26,3,32.3,22.8,34.5,25.1,2022-02-26T06:15,2022-02-26T18:08,42829.16,33745.48,,,0.0,0.0,0.0,0.0,0.0,,16.1,33.5,76,19.71,5.06
An Giang,2022-02-27,51,33.2,23.4,35.7,26.8,2022-02-27T06:14,2022-02-27T18:08,42863.03,39354.26,,,0.1,0.1,0.0,0.0,1.0,,16.3,37.8,98,22.98,5.82
An Giang,2022-02-28,3,34.2,23.9,36.5,26.9,2022-02-28T06:14,2022-02-28T18:09,42896.93,39661.07,,,0.0,0.0,0.0,0.0,0.0,,16.9,34.6,107,22.71,6.04
An Giang,2022-03-01,3,33.8,24.5,37.1,27.6,2022-03-01T06:13,2022-03-01T18:09,42930.84,39466.96,,,0.0,0.0,0.0,0.0,0.0,,15.4,33.5,114,22.52,5.79
An Giang,2022-03-02,51,33.5,24.6,38.1,27.4,2022-03-02T06:13,2022-03-02T18:09,42964.72,38960.88,,,0.1,0.1,0.0,0.0,1.0,,14.3,27.4,124,20.11,5.24
An Giang,2022-03-03,51,32.0,23.9,35.6,28.1,2022-03-03T06:12,2022-03-03T18:09,42998.56,33364.29,,,0.4,0.4,0.0,0.0,2.0,,10.2,21.6,148,15.45,3.6
An Giang,2022-03-04,3,34.9,23.4,39.5,26.9,2022-03-04T06:12,2022-03-04T18:09,43032.33,39796.34,,,0.0,0.0,0.0,0.0,0.0,,12.9,31.7,159,23.14,5.4
An Giang,2022-03-05,53,34.0,23.9,39.2,28.2,2022-03-05T06:11,2022-03-05T18:09,43066.26,32574.51,,,1.9,1.9,0.0,0.0,7.0,,15.5,29.2,141,19.14,4.34
An Giang,2022-03-06,3,34.1,23.8,37.6,28.8,2022-03-06T06:11,2022-03-06T18:09,43100.45,37298.66,,,0.0,0.0,0.0,0.0,0.0,,17.5,35.6,125,22.32,5.59
An Giang,2022-03-07,51,34.2,23.8,37.9,28.7,2022-03-07T06:10,2022-03-07T18:09,43134.88,33296.24,,,0.5,0.5,0.0,0.0,4.0,,18.1,31.3,118,19.72,4.95
An Giang,2022-03-08,3,34.4,23.7,38.9,27.1,2022-03-08T06:10,2022-03-08T18:09,43169.51,39090.4,,,0.0,0.0,0.0,0.0,0.0,,18.9,36.4,121,24.3,6.01
An Giang,2022-03-09,3,33.8,23.4,38.4,27.0,2022-03-09T06:09,2022-03-09T18:09,43204.32,40261.36,,,0.0,0.0,0.0,0.0,0.0,,13.7,23.8,127,23.14,5.27
An Giang,2022-03-10,51,33.1,23.3,37.7,26.9,2022-03-10T06:09,2022-03-10T18:09,43239.3,39138.38,,,0.1,0.1,0.0,0.0,1.0,,10.0,24.5,152,20.31,4.7
An Giang,2022-03-11,3,34.1,22.1,38.6,25.8,2022-03-11T06:08,2022-03-11T18:09,43274.41,40498.38,,,0.0,0.0,0.0,0.0,0.0,,12.9,22.7,145,23.36,5.31
An Giang,2022-03-12,3,34.4,24.2,39.6,28.0,2022-03-12T06:08,2022-03-12T18:09,43309.62,29887.32,,,0.0,0.0,0.0,0.0,0.0,,12.4,23.4,181,19.3,4.79
An Giang,2022-03-13,53,34.2,24.8,37.7,29.1,2022-03-13T06:07,2022-03-13T18:09,43344.93,38968.54,,,1.0,1.0,0.0,0.0,3.0,,19.0,40.7,116,20.66,5.39
An Giang,2022-03-14,53,34.1,25.3,39.3,29.9,2022-03-14T06:06,2022-03-14T18:09,43380.29,38969.55,,,0.5,0.5,0.0,0.0,1.0,,16.8,35.6,120,20.95,5.17
An Giang,2022-03-15,51,34.8,24.2,40.2,29.3,2022-03-15T06:06,2022-03-15T18:09,43415.69,40525.34,,,0.1,0.1,0.0,0.0,1.0,,12.7,33.1,139,22.11,5.35
An Giang,2022-03-16,53,33.5,24.3,39.4,29.5,2022-03-16T06:05,2022-03-16T18:09,43451.11,39415.68,,,1.2,1.2,0.0,0.0,4.0,,13.6,30.6,154,18.65,4.43
An Giang,2022-03-17,51,34.8,24.3,39.3,29.1,2022-03-17T06:05,2022-03-17T18:09,43486.51,40063.11,,,0.4,0.4,0.0,0.0,2.0,,10.9,24.8,130,23.58,5.51
An Giang,2022-03-18,65,34.0,25.0,40.1,30.0,2022-03-18T06:04,2022-03-18T18:09,43521.88,25133.62,,,22.0,22.0,0.0,0.0,10.0,,13.0,35.3,186,17.33,3.83
An Giang,2022-03-19,63,33.3,23.1,39.2,27.6,2022-03-19T06:03,2022-03-19T18:09,43557.18,40423.43,,,6.6,6.6,0.0,0.0,4.0,,14.4,34.2,101,22.41,5.09
An Giang,2022-03-20,51,33.3,23.9,38.9,29.3,2022-03-20T06:03,2022-03-20T18:09,43592.4,39337.16,,,0.1,0.1,0.0,0.0,1.0,,17.4,33.1,102,22.95,5.2
An Giang,2022-03-21,65,32.5,24.4,38.6,28.9,2022-03-21T06:02,2022-03-21T18:09,43627.51,28800.0,,,17.0,17.0,0.0,0.0,11.0,,17.6,37.8,132,18.36,3.97
An Giang,2022-03-22,63,31.5,23.9,37.3,29.4,2022-03-22T06:02,2022-03-22T18:09,43662.49,26920.12,,,10.5,10.5,0.0,0.0,13.0,,13.2,28.8,124,16.06,3.33
An Giang,2022-03-23,65,32.0,23.5,38.4,28.4,2022-03-23T06:01,2022-03-23T18:09,43697.3,36601.25,,,14.7,14.7,0.0,0.0,4.0,,12.4,25.9,142,20.87,4.34
An Giang,2022-03-24,51,32.7,23.9,38.6,29.1,2022-03-24T06:01,2022-03-24T18:09,43731.95,41283.53,,,1.8,1.8,0.0,0.0,8.0,,11.0,24.5,141,23.62,5.13
An Giang,2022-03-25,51,33.1,24.4,40.0,29.7,2022-03-25T06:00,2022-03-25T18:09,43766.63,41313.64,,,1.0,1.0,0.0,0.0,5.0,,17.4,35.6,153,21.67,4.6
An Giang,2022-03-26,0,33.6,23.5,40.2,28.1,2022-03-26T05:59,2022-03-26T18:09,43801.44,41351.81,,,0.0,0.0,0.0,0.0,0.0,,10.2,19.1,150,24.87,5.42
An Giang,2022-03-27,53,32.8,25.5,40.5,30.4,2022-03-27T05:59,2022-03-27T18:09,43836.36,41199.5,,,1.1,1.1,0.0,0.0,4.0,,13.8,27.7,185,19.86,4.44
An Giang,2022-03-28,65,33.3,23.2,41.4,27.2,2022-03-28T05:58,2022-03-28T18:09,43871.36,39848.7,,,17.0,17.0,0.0,0.0,10.0,,14.6,37.1,96,23.19,4.95
An Giang,2022-03-29,63,32.2,24.1,39.0,29.4,2022-03-29T05:58,2022-03-29T18:09,43906.42,30581.15,,,6.1,6.1,0.0,0.0,10.0,,9.4,30.6,133,20.57,4.34
An Giang,2022-03-30,61,32.9,23.3,39.4,28.3,2022-03-30T05:57,2022-03-30T18:09,43941.52,40134.23,,,1.9,1.9,0.0,0.0,3.0,,10.4,23.8,276,22.41,4.82
An Giang,2022-03-31,63,31.8,23.6,39.2,28.4,2022-03-31T05:56,2022-03-31T18:09,43976.63,23268.06,,,12.6,12.6,0.0,0.0,10.0,,13.9,31.3,196,16.97,3.64
An Giang,2022-04-01,65,29.8,23.2,36.3,27.7,2022-04-01T05:56,2022-04-01T18:09,44011.73,15406.32,,,28.6,28.6,0.0,0.0,20.0,,9.5,23.0,132,13.78,2.87
An Giang,2022-04-02,63,30.9,23.5,37.3,28.1,2022-04-02T05:55,2022-04-02T18:09,44046.8,27600.76,,,18.3,18.3,0.0,0.0,15.0,,16.1,32.0,111,18.46,3.73
An Giang,2022-04-03,63,30.8,22.9,35.5,26.6,2022-04-03T05:55,2022-04-03T18:09,44081.82,40410.93,,,13.1,13.1,0.0,0.0,10.0,,19.3,37.1,14,22.69,4.85
An Giang,2022-04-04,63,31.1,23.4,36.5,26.5,2022-04-04T05:54,2022-04-04T18:09,44116.77,31571.38,,,9.0,9.0,0.0,0.0,6.0,,15.3,36.7,35,21.26,4.41
An Giang,2022-04-05,63,30.9,22.9,36.8,25.9,2022-04-05T05:53,2022-04-05T18:09,44151.6,30304.55,,,24.0,24.0,0.0,0.0,10.0,,19.6,36.4,55,19.74,4.04
An Giang,2022-04-06,61,31.7,22.3,38.8,26.8,2022-04-06T05:53,2022-04-06T18:09,44186.31,40212.66,,,1.7,1.7,0.0,0.0,4.0,,15.4,26.3,11,24.04,4.97
An Giang,2022-04-07,51,31.2,22.6,38.1,26.6,2022-04-07T05:52,2022-04-07T18:09,44220.87,34391.2,,,0.7,0.7,0.0,0.0,4.0,,13.7,25.2,225,21.54,4.57
An Giang,2022-04-08,63,30.6,22.7,37.6,26.3,2022-04-08T05:52,2022-04-08T18:09,44255.25,38958.37,,,12.9,12.9,0.0,0.0,11.0,,12.2,27.4,187,22.84,4.71
An Giang,2022-04-09,55,31.3,23.0,37.7,27.4,2022-04-09T05:51,2022-04-09T18:09,44289.43,41821.13,,,2.0,2.0,0.0,0.0,8.0,,13.8,29.5,202,22.86,4.76
An Giang,2022-04-10,53,31.7,23.1,38.2,26.6,2022-04-10T05:51,2022-04-10T18:09,44323.39,41187.49,,,2.6,2.6,0.0,0.0,8.0,,12.9,31.0,187,22.46,4.77
An Giang,2022-04-11,65,30.2,23.3,35.4,27.7,2022-04-11T05:50,2022-04-11T18:09,44357.09,30557.94,,,39.8,39.8,0.0,0.0,10.0,,12.3,37.8,157,15.03,3.04
An Giang,2022-04-12,51,31.7,23.1,38.4,27.4,2022-04-12T05:50,2022-04-12T18:09,44390.52,41916.2,,,0.5,0.5,0.0,0.0,5.0,,12.5,26.6,194,22.46,4.81
An Giang,2022-04-13,3,32.6,23.9,39.4,28.7,2022-04-13T05:49,2022-04-13T18:09,44423.64,41947.16,,,0.0,0.0,0.0,0.0,0.0,,15.1,29.9,209,23.59,5.22
An Giang,2022-04-14,51,33.0,25.3,40.4,30.5,2022-04-14T05:49,2022-04-14T18:09,44456.68,41977.74,,,0.9,0.9,0.0,0.0,5.0,,16.8,36.0,210,22.28,4.95
An Giang,2022-04-15,53,33.0,24.9,40.9,30.3,2022-04-15T05:48,2022-04-15T18:09,44489.7,31861.16,,,1.2,1.2,0.0,0.0,6.0,,10.6,30.6,177,19.18,4.23
An Giang,2022-04-16,61,32.6,25.0,39.8,29.8,2022-04-16T05:48,2022-04-16T18:10,44522.69,34377.03,,,4.9,4.9,0.0,0.0,7.0,,13.4,36.7,172,19.89,4.25
An Giang,2022-04-17,51,32.4,24.2,39.3,29.2,2022-04-17T05:47,2022-04-17T18:10,44555.63,42068.86,,,0.9,0.9,0.0,0.0,8.0,,13.2,27.4,128,23.12,4.92
An Giang,2022-04-18,61,32.8,24.8,38.3,30.0,2022-04-18T05:47,2022-04-18T18:10,44588.49,34753.19,,,2.8,2.8,0.0,0.0,6.0,,15.9,35.3,117,19.34,4.16
An Giang,2022-04-19,53,32.4,23.7,38.7,28.3,2022-04-19T05:46,2022-04-19T18:10,44621.25,42128.88,,,1.2,1.2,0.0,0.0,5.0,,13.7,24.5,111,23.95,5.21
An Giang,2022-04-20,61,32.7,23.6,38.6,28.0,2022-04-20T05:46,2022-04-20T18:10,44653.88,41783.38,,,3.3,3.3,0.0,0.0,5.0,,12.5,35.3,125,21.78,4.62
An Giang,2022-04-21,53,32.1,23.8,37.9,28.6,2022-04-21T05:45,2022-04-21T18:10,44686.36,42043.36,,,1.3,1.3,0.0,0.0,6.0,,18.8,37.4,130,21.0,4.42
An Giang,2022-04-22,61,33.1,24.2,39.5,29.5,2022-04-22T05:45,2022-04-22T18:10,44718.67,42217.41,,,2.0,2.0,0.0,0.0,5.0,,13.4,28.1,118,22.94,4.92
An Giang,2022-04-23,63,33.4,24.2,40.3,29.4,2022-04-23T05:44,2022-04-23T18:10,44750.77,35952.65,,,3.1,3.1,0.0,0.0,5.0,,12.3,28.4,129,20.44,4.35
An Giang,2022-04-24,53,33.4,24.9,41.3,30.8,2022-04-24T05:44,2022-04-24T18:10,44782.64,39923.83,,,1.1,1.1,0.0,0.0,3.0,,12.0,25.9,121,21.83,4.7
An Giang,2022-04-25,51,33.2,24.6,40.6,29.6,2022-04-25T05:43,2022-04-25T18:10,44814.27,42303.64,,,0.7,0.7,0.0,0.0,3.0,,11.2,31.3,146,22.32,4.8
An Giang,2022-04-26,53,32.9,24.7,40.6,30.2,2022-04-26T05:43,2022-04-26T18:10,44845.61,42331.77,,,0.9,0.9,0.0,0.0,2.0,,8.3,23.0,185,23.17,5.01
An Giang,2022-04-27,3,34.1,24.8,42.2,30.1,2022-04-27T05:42,2022-04-27T18:10,44876.63,42359.56,,,0.0,0.0,0.0,0.0,0.0,,11.4,19.4,194,24.62,5.43
An Giang,2022-04-28,63,32.7,25.5,40.9,31.0,2022-04-28T05:42,2022-04-28T18:10,44907.33,34797.25,,,9.7,9.7,0.0,0.0,10.0,,12.3,31.0,164,16.79,3.65
An Giang,2022-04-29,63,28.0,23.9,34.0,28.5,2022-04-29T05:42,2022-04-29T18:10,44937.66,8201.45,,,23.5,23.5,0.0,0.0,15.0,,14.6,29.9,1,8.79,1.84
An Giang,2022-04-30,51,31.1,23.9,37.1,29.1,2022-04-30T05:41,2022-04-30T18:11,44967.59,31494.38,,,0.7,0.7,0.0,0.0,5.0,,11.1,27.7,179,19.8,4.26
An Giang,2022-05-01,61,31.4,24.4,38.4,29.4,2022-05-01T05:41,2022-05-01T18:11,44997.1,36933.7,,,4.6,4.6,0.0,0.0,6.0,,14.7,29.9,177,20.25,4.26
An Giang,2022-05-02,63,31.4,24.3,38.4,29.3,2022-05-02T05:40,2022-05-02T18:11,45026.16,28940.59,,,14.5,14.5,0.0,0.0,10.0,,13.7,26.6,164,17.2,3.59
An Giang,2022-05-03,65,29.8,23.9,34.6,28.5,2022-05-03T05:40,2022-05-03T18:11,45054.75,9856.21,,,23.9,23.9,0.0,0.0,17.0,,13.8,29.5,99,11.68,2.45
An Giang,2022-05-04,63,31.1,23.9,37.3,28.0,2022-05-04T05:40,2022-05-04T18:11,45083.05,32213.75,,,13.0,13.0,0.0,0.0,23.0,,10.3,24.1,43,18.24,3.76
An Giang,2022-05-05,53,30.0,24.1,35.7,30.0,2022-05-05T05:39,2022-05-05T18:11,45111.14,36014.69,,,2.6,2.6,0.0,0.0,8.0,,11.7,22.3,93,16.26,3.42
An Giang,2022-05-06,63,30.2,24.6,36.4,29.2,2022-05-06T05:39,2022-05-06T18:11,45139.0,34048.89,,,6.7,6.7,0.0,0.0,8.0,,14.6,34.9,113,17.87,3.65
An Giang,2022-05-07,63,31.6,25.3,38.4,30.2,2022-05-07T05:39,2022-05-07T18:12,45166.61,27923.44,,,13.8,13.8,0.0,0.0,4.0,,23.1,45.4,110,17.84,3.66
An Giang,2022-05-08,63,29.2,24.9,33.5,30.0,2022-05-08T05:39,2022-05-08T18:12,45193.94,22853.21,,,7.4,7.4,0.0,0.0,10.0,,19.9,39.2,109,15.8,3.15
An Giang,2022-05-09,63,28.8,24.2,34.7,29.3,2022-05-09T05:38,2022-05-09T18:12,45220.96,7488.52,,,11.4,11.4,0.0,0.0,13.0,,15.3,38.2,121,11.04,2.3
An Giang,2022-05-10,65,30.7,24.4,38.1,29.9,2022-05-10T05:38,2022-05-10T18:12,45247.65,28641.88,,,16.7,16.7,0.0,0.0,9.0,,9.2,26.3,109,16.28,3.28
An Giang,2022-05-11,53,32.3,24.5,40.8,30.0,2022-05-11T05:38,2022-05-11T18:12,45273.99,42689.46,,,1.0,1.0,0.0,0.0,5.0,,14.7,31.0,161,24.34,5.07
